month,blockchain,total_volume
2024-02-01,ethereum,44984683695.0
2024-02-01,bnb,18443519030.0
2024-02-01,arbitrum,12172957635.0
2024-02-01,polygon,5550921110.0
2024-02-01,avalanche,2219929246.0
2024-02-01,optimism,1851736626.0
2024-02-01,base,1089653886.0
2024-02-01,zksync,288778748.0
2024-02-01,gnosis,110933387.0
2024-02-01,celo,76047741.0
2024-02-01,fantom,75199251.0
