time_open,time_close,open,high,low,close,volume,market_cap
2024-01-01T00:00:00Z,2024-01-01T23:59:59Z,42332.930818125686,44200.47510346394,42265.9263456083,44200.47510346394,14191043769,865759391101
2024-01-02T00:00:00Z,2024-01-02T23:59:59Z,44207.64907589877,45901.9388915557,44207.64907589877,44980.8773102434,33699735249,881082321072
2024-01-03T00:00:00Z,2024-01-03T23:59:59Z,44977.56623314412,45498.338435368925,41843.807543013405,42877.588412127916,38978165826,839924791646
2024-01-04T00:00:00Z,2024-01-04T23:59:59Z,42888.76232778868,44717.41828676372,42740.30672422658,44211.861966957316,21288191265,866110110661
2024-01-05T00:00:00Z,2024-01-05T23:59:59Z,44216.7648514092,44305.72866686127,43267.74482171821,44190.75952475515,26463600600,865734541235
2024-01-06T00:00:00Z,2024-01-06T23:59:59Z,44196.8456084796,44245.354011778036,43568.10122890337,44040.355609748956,11124779453,862827108533
2024-01-07T00:00:00Z,2024-01-07T23:59:59Z,44041.757451523146,44430.61638970434,43793.99197714263,43996.20582304622,13207344214,861994298705
2024-01-08T00:00:00Z,2024-01-08T23:59:59Z,43997.32808638143,47211.67375410115,43472.30812276928,46983.74522627541,35553971283,920563702349
2024-01-09T00:00:00Z,2024-01-09T23:59:59Z,46999.36080872716,47680.91912862762,45524.90904912713,46159.33649199916,28289228002,904454394064
2024-01-10T00:00:00Z,2024-01-10T23:59:59Z,46163.11632199804,47576.80232926358,44660.8818966297,46675.51758313804,44421250675,914607047094
2024-01-11T00:00:00Z,2024-01-11T23:59:59Z,46684.992250867464,48854.328244649994,45765.32431712916,46406.346581517384,41949019688,909382851369
2024-01-12T00:00:00Z,2024-01-12T23:59:59Z,46380.517658422345,46486.538202960815,42064.311991550385,42882.786165240155,38284746314,840380135601
2024-01-13T00:00:00Z,2024-01-13T23:59:59Z,42854.99638859009,43264.08804548455,42514.35567589236,42915.123718282965,16830152797,841055701530
2024-01-14T00:00:00Z,2024-01-14T23:59:59Z,42918.59743233231,43073.74097047998,41974.256621466615,42009.462804925,13385789031,823340310804
2024-01-15T00:00:00Z,2024-01-15T23:59:59Z,41992.01077035526,43338.41399223563,41895.76014967097,42608.41664459927,17723409099,835109797637
2024-01-16T00:00:00Z,2024-01-16T23:59:59Z,42598.20061973062,43522.012775820695,42211.97635909561,43196.21061907249,20315794625,846664648074
2024-01-17T00:00:00Z,2024-01-17T23:59:59Z,43185.34288315439,43218.235466959864,42259.88146289847,42794.58151555723,18842161045,838824338105
2024-01-18T00:00:00Z,2024-01-18T23:59:59Z,42797.22787782692,42927.43851316799,40701.57296450972,41310.20861994686,19668283846,809765022739
2024-01-19T00:00:00Z,2024-01-19T23:59:59Z,41317.12785154991,42150.886517149454,40374.6749923699,41668.19991160457,19105547326,816818056065
2024-01-20T00:00:00Z,2024-01-20T23:59:59Z,41671.06505450731,41887.42426258341,41505.02461785778,41745.86250901891,7516245810,818377539454
2024-01-21T00:00:00Z,2024-01-21T23:59:59Z,41752.93436391576,41908.62619722358,41575.70069087227,41611.16531002214,6204976182,815773621941
2024-01-22T00:00:00Z,2024-01-22T23:59:59Z,41618.03742824353,41717.236733100224,39509.77766885429,39543.08081377307,21986378367,775268790933
2024-01-23T00:00:00Z,2024-01-23T23:59:59Z,39550.06683321224,40167.34122720221,38574.23353427217,39879.8448706196,21228894110,781907927161
2024-01-24T00:00:00Z,2024-01-24T23:59:59Z,39897.684914650315,40489.44576500648,39557.92005336713,40106.057077209356,19409072495,786382281459
2024-01-25T00:00:00Z,2024-01-25T23:59:59Z,40104.48328525727,40288.424754412874,39585.001560227225,39966.13434153704,16210562134,783683938462
2024-01-26T00:00:00Z,2024-01-26T23:59:59Z,39962.428899030616,42223.417338771214,39858.7167393269,41886.739613523656,22391787891,821384303462
2024-01-27T00:00:00Z,2024-01-27T23:59:59Z,41863.17032530994,42182.14281024649,41457.38897937501,42131.11437268035,9707338581,826220897415
2024-01-28T00:00:00Z,2024-01-28T23:59:59Z,42129.500551130805,42683.11194947782,41710.849929531905,42035.459545523234,14476737213,824387872855
2024-01-29T00:00:00Z,2024-01-29T23:59:59Z,42035.55713792146,43311.39569780207,41862.925284410994,43275.853645747935,18077196373,848756594453
2024-01-30T00:00:00Z,2024-01-30T23:59:59Z,43292.6645123875,43814.88039183308,42802.660038509406,42967.39108292079,20733226283,842743889754
2024-01-31T00:00:00Z,2024-01-31T23:59:59Z,42972.06276179841,43713.41141912976,42367.41866317747,42610.10517792763,21383795536,835772712254
