time_open,time_close,open,high,low,close,volume,market_cap
2024-01-01T00:00:00Z,2024-01-01T23:59:59Z,2285.2317664008388,2354.4429604012644,2272.3541135262835,2354.4429604012644,6583125719,282966196169
2024-01-02T00:00:00Z,2024-01-02T23:59:59Z,2354.711170994262,2432.4135030118987,2351.2884632435826,2358.0383422919763,12448285691,283401005589
2024-01-03T00:00:00Z,2024-01-03T23:59:59Z,2357.9266992473995,2385.199765673825,2167.801171432749,2212.796794960446,19009298096,265946080349
2024-01-04T00:00:00Z,2024-01-04T23:59:59Z,2212.9905510256945,2293.6499100377473,2209.4340502680634,2271.9247582999565,10983984902,273049418641
2024-01-05T00:00:00Z,2024-01-05T23:59:59Z,2271.4762701404165,2277.554167698078,2218.832364110754,2270.8404907860104,10667660786,272919213567
2024-01-06T00:00:00Z,2024-01-06T23:59:59Z,2271.2166076709923,2273.1484588872245,2225.1170520693304,2245.1351413839716,5644290267,269830424193
2024-01-07T00:00:00Z,2024-01-07T23:59:59Z,2245.2329387051595,2256.4562813692905,2219.5957726608676,2226.0791216890793,6105922553,267541392700
2024-01-08T00:00:00Z,2024-01-08T23:59:59Z,2225.9913177420967,2358.494228937478,2183.522800102298,2334.4927975517066,13890633224,280569123600
2024-01-09T00:00:00Z,2024-01-09T23:59:59Z,2334.5239335499555,2370.3621814818953,2250.7441337799687,2345.960853751167,14313570140,281946858370
2024-01-10T00:00:00Z,2024-01-10T23:59:59Z,2345.9115019742085,2627.043655657007,2345.276548332209,2584.873690267708,26567408375,310660901604
2024-01-11T00:00:00Z,2024-01-11T23:59:59Z,2584.686518282869,2685.6152777587745,2571.629033556728,2621.3501802421506,22631610544,315040318425
2024-01-12T00:00:00Z,2024-01-12T23:59:59Z,2620.1363834484723,2711.5792778996297,2472.8620886249078,2525.0178417811876,22459717476,303460154000
2024-01-13T00:00:00Z,2024-01-13T23:59:59Z,2524.02959366937,2589.782412206962,2506.0703339765405,2581.4887960447372,12073993411,310246431621
2024-01-14T00:00:00Z,2024-01-14T23:59:59Z,2581.4807611634224,2582.0770624050424,2482.890321818698,2484.7444219393324,9016979539,298620885721
2024-01-15T00:00:00Z,2024-01-15T23:59:59Z,2486.067815032601,2552.444119911737,2479.2431997652807,2516.8610261859235,9357475241,302478419436
2024-01-16T00:00:00Z,2024-01-16T23:59:59Z,2516.5976680320437,2610.985732120776,2508.1568442692715,2590.8748447804483,10995910989,311373331228
2024-01-17T00:00:00Z,2024-01-17T23:59:59Z,2590.382615249764,2593.9693975176533,2514.2514363403257,2531.635660536554,10185872411,304251310394
2024-01-18T00:00:00Z,2024-01-18T23:59:59Z,2532.217473060725,2547.2441283044304,2429.855756694229,2469.7334259421705,11708454982,296808204050
2024-01-19T00:00:00Z,2024-01-19T23:59:59Z,2470.317812581019,2503.26283542516,2421.6310194439716,2492.6953822301984,10100943502,299564814975
2024-01-20T00:00:00Z,2024-01-20T23:59:59Z,2492.7626392633933,2492.7626392633933,2458.257268784807,2474.457082524223,4559681824,297367931855
2024-01-21T00:00:00Z,2024-01-21T23:59:59Z,2475.10675860302,2483.7081037089624,2457.6418744476105,2458.507656329186,3935217231,295455917270
2024-01-22T00:00:00Z,2024-01-22T23:59:59Z,2459.1614138939244,2467.848178694543,2308.5426536105656,2312.6254304579884,12264336402,277926562536
2024-01-23T00:00:00Z,2024-01-23T23:59:59Z,2312.898327608535,2350.0719299637667,2170.3188471226476,2242.666833147212,14364604442,269519925599
2024-01-24T00:00:00Z,2024-01-24T23:59:59Z,2243.4744225847753,2262.1587163037934,2201.098785158051,2235.6928940027015,9120236736,268683591177
2024-01-25T00:00:00Z,2024-01-25T23:59:59Z,2235.8709707061817,2241.8457569495804,2176.857049768281,2219.8003824282455,8467081418,266775927391
2024-01-26T00:00:00Z,2024-01-26T23:59:59Z,2219.4761455737244,2281.7418376976825,2199.1590657834327,2270.304765497271,9062830206,272845133634
2024-01-27T00:00:00Z,2024-01-27T23:59:59Z,2269.451841837047,2281.814168075253,2254.3968672722526,2269.558266770996,4523424186,272756200176
2024-01-28T00:00:00Z,2024-01-28T23:59:59Z,2269.1346516926487,2300.212749189867,2247.072325640724,2258.067166156347,6531637576,271377330096
2024-01-29T00:00:00Z,2024-01-29T23:59:59Z,2257.9367716226443,2319.99141997697,2240.498432265771,2316.911345941264,8187853074,278451778472
2024-01-30T00:00:00Z,2024-01-30T23:59:59Z,2318.051486804968,2386.824882424189,2301.197349987115,2345.8431382236645,9261959996,281931179017
2024-01-31T00:00:00Z,2024-01-31T23:59:59Z,2345.506757986041,2351.150558403268,2269.764750779548,2284.2783093122343,9852029577,274531011162
