month,blockchain,total_volume
2024-02-01,ethereum,45065629422.0
2024-02-01,bnb,18461465356.0
2024-02-01,arbitrum,13193594743.0
2024-02-01,polygon,5567958780.0
2024-02-01,avalanche,2305358495.0
2024-02-01,optimism,1941577274.0
2024-02-01,base,1887805976.0
2024-02-01,zksync,1324851973.0
2024-02-01,gnosis,105573605.0
2024-02-01,celo,98758093.0
2024-02-01,fantom,77701068.0
2024-02-01,scroll,55076140.0
